"Molecule ChEMBL ID"	"Molecule Name"	"Molecule Max Phase"	"Molecular Weight"	"#RO5 Violations"	"AlogP"	"Compound Key"	"Smiles"	"Standard Type"	"Standard Relation"	"Standard Value"	"Standard Units"	"pChEMBL Value"	"Data Validity Comment"	"Comment"	"Uo Units"	"Ligand Efficiency BEI"	"Ligand Efficiency LE"	"Ligand Efficiency LLE"	"Ligand Efficiency SEI"	"Potential Duplicate"	"Assay ChEMBL ID"	"Assay Description"	"Assay Type"	"BAO Format ID"	"BAO Label"	"Assay Organism"	"Assay Tissue ChEMBL ID"	"Assay Tissue Name"	"Assay Cell Type"	"Assay Subcellular Fraction"	"Assay Parameters"	"Assay Variant Accession"	"Assay Variant Mutation"	"Target ChEMBL ID"	"Target Name"	"Target Organism"	"Target Type"	"Document ChEMBL ID"	"Source ID"	"Source Description"	"Document Journal"	"Document Year"	"Cell ChEMBL ID"	"Properties"	"Action Type"	"Standard Text Value"
"CHEMBL5270025"	""	"None"	"429.51"	"1"	"6.65"	"99"	"CC(C)n1ncc2cc(CNCc3ccc(C(F)(F)F)cc3)c(-c3ccsc3)cc21"	"EC50"	"'<'"	"10000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL5247715"	"Agonist activity at TGR5 in human HEK293 cells assessed as increase in cAMP production"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"HEK293"	"None"	""	""	""	"CHEMBL5409"	"G-protein coupled bile acid receptor 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL5247574"	"1"	"Scientific Literature"	"J Med Chem"	"2016"	"None"	""	"AGONIST"	""
"CHEMBL135"	"ESTRADIOL"	"4.0"	"272.39"	"0"	"3.61"	"E2"	"C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O"	"EC50"	"'='"	"10.4"	"nM"	"7.98"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL1227822"	"Agonist activity at human ERbeta E305A mutant expressed in HEK293T cells co-expressing ERE assessed as transactivation activity by luciferase reporter gene assay"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"HEK-293T"	"None"	""	"Q92731"	"E305A"	"CHEMBL242"	"Estrogen receptor beta"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1221256"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2010"	"CHEMBL3706569"	""	""	""
"CHEMBL135"	"ESTRADIOL"	"4.0"	"272.39"	"0"	"3.61"	"estradiol"	"C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O"	"EC50"	"'='"	"2.1"	"nM"	"8.68"	""	""	"UO_0000065"	""	""	""	""	"1"	"CHEMBL925470"	"Agonist activity at ERbeta expressed in HEK293 cells by transactivation assay"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"HEK293"	"None"	""	""	""	"CHEMBL242"	"Estrogen receptor beta"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1140529"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2007"	"CHEMBL3307715"	""	""	""
"CHEMBL4205214"	""	"None"	"448.42"	"0"	"4.88"	"25"	"O=C([C@@H]1CSCN1Cc1cc(Cl)ccc1Cl)N1CCN(C2CC2)c2ccccc21"	"EC50"	"'>'"	"50118.72"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL4200889"	"Activation of human FXR"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2047"	"Bile acid receptor FXR"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4196171"	"1"	"Scientific Literature"	"J Med Chem"	"2018"	"None"	""	""	""
"CHEMBL4216682"	""	"None"	"478.45"	"0"	"4.38"	"46"	"O=C([C@@H]1CSCN1Cc1cc(Cl)c(CO)cc1Cl)N1CCN(C2CC2)c2ccccc21"	"EC50"	"'='"	"6.31"	"nM"	"8.20"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL4200880"	"Agonist activity at mouse TGR5 expressed in HEK293 cells assessed as increase in intracellular cAMP level by HTRF assay"	"F"	"BAO_0000219"	"cell-based format"	"Mus musculus"	"None"	"None"	"HEK293"	"None"	""	""	""	"CHEMBL1255150"	"G-protein coupled bile acid receptor 1"	"Mus musculus"	"SINGLE PROTEIN"	"CHEMBL4196171"	"1"	"Scientific Literature"	"J Med Chem"	"2018"	"None"	""	""	""
"CHEMBL4089352"	""	"None"	"743.85"	"2"	"6.01"	"53"	"COc1ccc(C2(C)CCCc3nc(SCc4c(F)cc(C(=O)NCCOCCOCCOCCO)cc4F)n(-c4ccc(F)cc4)c32)cc1OC"	"EC50"	"'='"	"210.0"	"nM"	"6.68"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL4000086"	"Agonist activity at TGR5 in mouse STC1 cells assessed as increase in cAMP accumulation after 40 mins by mass spectrometric method"	"F"	"BAO_0000219"	"cell-based format"	"Mus musculus"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1255150"	"G-protein coupled bile acid receptor 1"	"Mus musculus"	"SINGLE PROTEIN"	"CHEMBL3997854"	"1"	"Scientific Literature"	"ACS Med Chem Lett"	"2017"	"None"	""	""	""
"CHEMBL4095497"	""	"None"	"543.49"	"2"	"8.10"	"26"	"COc1ccc(-n2c(SCc3c(F)cccc3Cl)nc3c2C(c2ccc(Cl)c(OC)c2)CCC3)cc1"	"EC50"	"'>'"	"50000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL4000087"	"Agonist activity at TGR5 in human NCI-H716 cells assessed as increase in cAMP accumulation after 40 mins by HTRF assay"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL5409"	"G-protein coupled bile acid receptor 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3997854"	"1"	"Scientific Literature"	"ACS Med Chem Lett"	"2017"	"None"	""	""	""
"CHEMBL4102107"	""	"None"	"529.03"	"2"	"7.89"	"46"	"COc1cc(C2(C)CCCc3nc(SCc4c(F)cccc4Cl)n(-c4ccc(F)cc4)c32)ccc1F"	"EC50"	"'='"	"4308.0"	"nM"	"5.37"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL4000087"	"Agonist activity at TGR5 in human NCI-H716 cells assessed as increase in cAMP accumulation after 40 mins by HTRF assay"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL5409"	"G-protein coupled bile acid receptor 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3997854"	"1"	"Scientific Literature"	"ACS Med Chem Lett"	"2017"	"None"	""	""	""
"CHEMBL4060315"	""	"None"	"524.61"	"2"	"7.24"	"50"	"COc1ccc(C2(C)CCCc3nc(SCc4c(F)cccc4F)n(-c4ccc(F)cc4)c32)cc1OC"	"EC50"	"'='"	"310.0"	"nM"	"6.51"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL4000087"	"Agonist activity at TGR5 in human NCI-H716 cells assessed as increase in cAMP accumulation after 40 mins by HTRF assay"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL5409"	"G-protein coupled bile acid receptor 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3997854"	"1"	"Scientific Literature"	"ACS Med Chem Lett"	"2017"	"None"	""	""	""
"CHEMBL240597"	"CHENODIOL"	"4.0"	"392.58"	"0"	"4.48"	"1, CDCA"	"C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C"	"EC50"	"'='"	"8660.0"	"nM"	"5.06"	""	""	"UO_0000065"	""	""	""	""	"1"	"CHEMBL854499"	"Binding affinity to FXR assessed as ligand-dependent SRC1 recruitment by FRET based co-activator assay"	"F"	"BAO_0000019"	"assay format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2047"	"Bile acid receptor FXR"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1138887"	"1"	"Scientific Literature"	"J Med Chem"	"2006"	"None"	""	""	""
"CHEMBL135"	"ESTRADIOL"	"4.0"	"272.39"	"0"	"3.61"	"E2"	"C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O"	"EC50"	"'='"	"0.0246"	"nM"	"10.61"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL2026728"	"Estrogenic activity at estrogen receptor in human Ishikawa cells assessed as induction of alkaline phosphatase expression after 72 hrs by microplate reader"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"Ishikawa"	"None"	""	""	""	"CHEMBL612545"	"Unchecked"	""	"UNCHECKED"	"CHEMBL2021826"	"1"	"Scientific Literature"	"Bioorg Med Chem"	"2012"	"CHEMBL3307675"	""	""	""
"CHEMBL272621"	"HYODEOXYCHOLIC_ACID"	"1.0"	"392.58"	"0"	"4.48"	"HDCA"	"C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3C[C@H](O)[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C"	"EC50"	"'>'"	"150000.0"	"nM"	""	"Outside typical range"	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL3766235"	"Agonist activity at VP16 tagged-VDR-LBD (unknown origin) expressed in HEK293T cells assessed as SRC1 coactivator peptide recruitment after 16 hrs by luciferase reporter gene based two hybrid assay"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"HEK-293T"	"None"	""	""	""	"CHEMBL1977"	"Vitamin D receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3763103"	"1"	"Scientific Literature"	"Eur J Med Chem"	"2016"	"CHEMBL3706569"	""	""	""
"CHEMBL3234556"	""	"None"	"343.86"	"0"	"3.31"	"19c"	"O=C(NCCc1ccc(Cl)cc1)[C@@H]1CCCN(c2ccccn2)C1"	"EC50"	"'='"	"1400.0"	"nM"	"5.85"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL3239421"	"Agonist activity at mouse TGR5 expressed in Jurkat cells assessed as intracellular cAMP level after 1 hr by HTRF assay"	"F"	"BAO_0000219"	"cell-based format"	"Mus musculus"	"None"	"None"	"Jurkat"	"None"	""	""	""	"CHEMBL1255150"	"G-protein coupled bile acid receptor 1"	"Mus musculus"	"SINGLE PROTEIN"	"CHEMBL3232835"	"1"	"Scientific Literature"	"J Med Chem"	"2014"	"CHEMBL3307526"	""	""	""
"CHEMBL3234568"	""	"None"	"501.56"	"1"	"2.69"	"22e"	"CN1CCN(c2cc(N3CCC[C@@H](C(=O)NCCc4ccc(C#N)cc4)C3)nc(C(F)(F)F)n2)CC1"	"EC50"	"'='"	"296.0"	"nM"	"6.53"	""	""	"UO_0000065"	"13.02"	"0.25"	"3.84"	"7.39"	"0"	"CHEMBL3239425"	"Agonist activity at TGR5 in mouse GLUTag cells assessed as secretion of GLP-1 after 2 hrs by HEK293 cell-based luciferase reporter gene assay in presence of DPP4 inhibitor PKF275 at 600 nM"	"B"	"BAO_0000219"	"cell-based format"	"Mus musculus"	"None"	"None"	"HEK293"	"None"	""	""	""	"CHEMBL1255150"	"G-protein coupled bile acid receptor 1"	"Mus musculus"	"SINGLE PROTEIN"	"CHEMBL3232835"	"1"	"Scientific Literature"	"J Med Chem"	"2014"	"CHEMBL3307715"	""	""	""
"CHEMBL3234868"	""	"None"	"594.59"	"1"	"4.05"	"45e"	"N#Cc1ccc(CCNC(=O)[C@@H]2CCN2c2cc(N3CCC(Oc4ccc(C(=O)O)cc4)CC3)nc(C(F)(F)F)n2)cc1"	"EC50"	"'='"	"1.0"	"nM"	"9.00"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL3239421"	"Agonist activity at mouse TGR5 expressed in Jurkat cells assessed as intracellular cAMP level after 1 hr by HTRF assay"	"F"	"BAO_0000219"	"cell-based format"	"Mus musculus"	"None"	"None"	"Jurkat"	"None"	""	""	""	"CHEMBL1255150"	"G-protein coupled bile acid receptor 1"	"Mus musculus"	"SINGLE PROTEIN"	"CHEMBL3232835"	"1"	"Scientific Literature"	"J Med Chem"	"2014"	"CHEMBL3307526"	""	""	""
"CHEMBL269277"	"BETULINIC ACID"	"1.0"	"456.71"	"1"	"7.09"	"Betulinic acid"	"C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12"	"EC50"	"'='"	"159690.0"	"nM"	""	"Outside typical range"	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL2427754"	"Antiviral activity against vesicular stomatitis virus Indiana infected in pig PEK cells assessed as inhibition of virus replication after 48 hrs by MTT assay"	"F"	"BAO_0000218"	"organism-based format"	"Vesicular stomatitis Indiana virus"	"None"	"None"	"PEK"	"None"	""	""	""	"CHEMBL613172"	"Vesicular stomatitis Indiana virus"	"Vesicular stomatitis Indiana virus"	"ORGANISM"	"CHEMBL2424546"	"1"	"Scientific Literature"	"Eur J Med Chem"	"2013"	"None"	""	""	""
"CHEMBL85799"	"ETIOCHOLANOLONE"	"None"	"290.45"	"0"	"3.96"	"45"	"C[C@]12CC[C@@H](O)C[C@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12"	"EC50"	"'='"	"3760.0"	"nM"	"5.42"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL949256"	"Agonist activity at human TGR5 expressed in CHO cells by luciferase assay"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"CHO"	"None"	""	""	""	"CHEMBL5409"	"G-protein coupled bile acid receptor 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1144009"	"1"	"Scientific Literature"	"J Med Chem"	"2008"	"CHEMBL3308072"	""	""	""
"CHEMBL269277"	"BETULINIC ACID"	"1.0"	"456.71"	"1"	"7.09"	"5"	"C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12"	"EC50"	"'='"	"7600.0"	"nM"	"5.12"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL3997171"	"Cytotoxicity against human A549 cells after 96 hrs by SRB assay"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"A549"	"None"	""	""	""	"CHEMBL392"	"A549"	"Homo sapiens"	"CELL-LINE"	"CHEMBL3994645"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2017"	"CHEMBL3307651"	""	""	""
"CHEMBL240597"	"CHENODIOL"	"4.0"	"392.58"	"0"	"4.48"	"2 (CDCA)"	"C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C"	"EC50"	"'='"	"3500.0"	"nM"	"5.46"	""	""	"UO_0000065"	"13.90"	"0.27"	"0.98"	"7.02"	"0"	"CHEMBL831813"	"Effective concentration for recruitment of SRC-1 LxxLL-containing peptide to human Farnesoid X receptor"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2047"	"Bile acid receptor FXR"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1145168"	"1"	"Scientific Literature"	"J Med Chem"	"2005"	"None"	""	""	""
"CHEMBL4448603"	""	"None"	"387.27"	"1"	"6.22"	"6"	"CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc(C#N)cc1"	"EC50"	"'='"	"810.0"	"nM"	"6.09"	""	""	"UO_0000065"	"15.73"	"0.32"	"-0.13"	"10.32"	"0"	"CHEMBL4433552"	"Transactivation of human FXR (unknown origin) expressed in HepG2 cells co-expressing pSG5RXR/pGL4.70 after 24 hrs post transfection by luciferase reporter gene assay"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"HepG2"	"None"	""	""	""	"CHEMBL2047"	"Bile acid receptor FXR"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4433207"	"1"	"Scientific Literature"	"ACS Med Chem Lett"	"2019"	"CHEMBL3307718"	""	""	""
"CHEMBL566315"	"OBETICHOLIC ACID"	"4.0"	"420.63"	"1"	"5.11"	"2; 6-ECDCA, INT747, OCA"	"CC[C@H]1[C@@H](O)[C@@H]2[C@H](CC[C@]3(C)[C@@H]([C@H](C)CCC(=O)O)CC[C@@H]23)[C@@]2(C)CC[C@@H](O)C[C@@H]12"	"EC50"	"'='"	"500.0"	"nM"	"6.30"	""	""	"UO_0000065"	"14.98"	"0.29"	"1.19"	"8.10"	"0"	"CHEMBL4433552"	"Transactivation of human FXR (unknown origin) expressed in HepG2 cells co-expressing pSG5RXR/pGL4.70 after 24 hrs post transfection by luciferase reporter gene assay"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"HepG2"	"None"	""	""	""	"CHEMBL2047"	"Bile acid receptor FXR"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4433207"	"1"	"Scientific Literature"	"ACS Med Chem Lett"	"2019"	"CHEMBL3307718"	""	""	""
"CHEMBL135"	"ESTRADIOL"	"4.0"	"272.39"	"0"	"3.61"	"Estradiol"	"C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O"	"EC50"	"'='"	"0.098"	"nM"	"10.01"	""	""	"UO_0000065"	"36.74"	"0.68"	"6.40"	"24.74"	"1"	"CHEMBL881383"	"Transcriptional activation of estrogen receptor beta in U2OS cell using estrogen-regulated luciferase reporter gene plasmid upon incubation for 20-30 mins at RT"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"U2OS"	"None"	""	""	""	"CHEMBL242"	"Estrogen receptor beta"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1141087"	"1"	"Scientific Literature"	"J Med Chem"	"2005"	"CHEMBL3307757"	""	""	""
"CHEMBL4074596"	""	"None"	"599.45"	"2"	"9.25"	"32"	"COc1cc(C2CCCc3nc(SCc4c(F)cccc4Cl)n(-c4ccc(F)c(C(F)(F)F)c4)c32)ccc1Cl"	"EC50"	"'='"	"13400.0"	"nM"	"4.87"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL4000086"	"Agonist activity at TGR5 in mouse STC1 cells assessed as increase in cAMP accumulation after 40 mins by mass spectrometric method"	"F"	"BAO_0000219"	"cell-based format"	"Mus musculus"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1255150"	"G-protein coupled bile acid receptor 1"	"Mus musculus"	"SINGLE PROTEIN"	"CHEMBL3997854"	"1"	"Scientific Literature"	"ACS Med Chem Lett"	"2017"	"None"	""	""	""
"CHEMBL2407954"	""	"None"	"450.54"	"1"	"6.46"	"22"	"Cc1cc(/C(CC(c2ccc(-c3ccc(C(=O)O)cc3)cc2)c2ccccc2C)=N/O)ccn1"	"EC50"	"'='"	"20.0"	"nM"	"7.70"	""	""	"UO_0000065"	"17.09"	"0.31"	"1.24"	"9.30"	"0"	"CHEMBL2410510"	"Agonist activity at recombinant human GPBAR1 expressed in CHO cells"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"CHO"	"None"	""	""	""	"CHEMBL5409"	"G-protein coupled bile acid receptor 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2406956"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2013"	"CHEMBL3308072"	""	""	""
"CHEMBL2331646"	""	"None"	"395.51"	"0"	"2.65"	"5"	"CCNc1nc2c(c(C(N)=O)n1)CN(C(=O)CCc1ccc(C(C)C)cc1)CC2"	"EC50"	"'='"	"3930.0"	"nM"	"5.41"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL2339921"	"Agonist activity at rat TGR5 expressed in deoxycycline-induced CHO cells assessed as increase in intracellular cAMP measured after 48 hrs by HTRF competitive immunoassay"	"F"	"BAO_0000219"	"cell-based format"	"Rattus norvegicus"	"None"	"None"	"CHO"	"None"	""	""	""	"CHEMBL1075223"	"G-protein coupled bile acid receptor 1"	"Rattus norvegicus"	"SINGLE PROTEIN"	"CHEMBL2331085"	"1"	"Scientific Literature"	"ACS Med Chem Lett"	"2013"	"CHEMBL3308072"	""	""	""
"CHEMBL2331652"	""	"None"	"418.45"	"0"	"2.03"	"20"	"CCNc1nc2c(c(C(N)=O)n1)CN(C(=O)CCc1ccc(C(C)(F)F)nc1)CC2"	"EC50"	"'='"	"2990.0"	"nM"	"5.52"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL2339911"	"Agonist activity at human TGR5 expressed in uninduced Flp-In-CHO-TO cells assessed as increase in intracellular cAMP measured after 48 hrs by HTRF competitive immunoassay"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL5409"	"G-protein coupled bile acid receptor 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2331085"	"1"	"Scientific Literature"	"ACS Med Chem Lett"	"2013"	"None"	""	""	""
"CHEMBL2331645"	""	"None"	"381.48"	"0"	"2.09"	"14"	"CCNc1nc2c(c(C(N)=O)n1)CN(C(=O)CCc1ccc(CC)cc1)CC2"	"EC50"	"'='"	"828.0"	"nM"	"6.08"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL2339910"	"Agonist activity at dog TGR5 expressed in uninduced Flp-In-CHO-TO cells assessed as increase in intracellular cAMP measured after 48 hrs by HTRF competitive immunoassay"	"B"	"BAO_0000219"	"cell-based format"	"Canis lupus familiaris"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL612545"	"Unchecked"	""	"UNCHECKED"	"CHEMBL2331085"	"1"	"Scientific Literature"	"ACS Med Chem Lett"	"2013"	"None"	""	""	""
"CHEMBL2331650"	""	"None"	"435.45"	"0"	"2.63"	"18"	"CCNc1nc2c(c(C(N)=O)n1)CN(C(=O)CCc1ccc(CC(F)(F)F)cc1)CC2"	"EC50"	"'='"	"154.0"	"nM"	"6.81"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL2339911"	"Agonist activity at human TGR5 expressed in uninduced Flp-In-CHO-TO cells assessed as increase in intracellular cAMP measured after 48 hrs by HTRF competitive immunoassay"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL5409"	"G-protein coupled bile acid receptor 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2331085"	"1"	"Scientific Literature"	"ACS Med Chem Lett"	"2013"	"None"	""	""	""
"CHEMBL2331649"	""	"None"	"453.49"	"0"	"3.14"	"17"	"CCNc1nc2c(c(C(N)=O)n1)CN(C(=O)CCc1ccc(SC(F)(F)F)cc1)CC2"	"EC50"	"'='"	"112.0"	"nM"	"6.95"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL2339910"	"Agonist activity at dog TGR5 expressed in uninduced Flp-In-CHO-TO cells assessed as increase in intracellular cAMP measured after 48 hrs by HTRF competitive immunoassay"	"B"	"BAO_0000219"	"cell-based format"	"Canis lupus familiaris"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL612545"	"Unchecked"	""	"UNCHECKED"	"CHEMBL2331085"	"1"	"Scientific Literature"	"ACS Med Chem Lett"	"2013"	"None"	""	""	""
"CHEMBL2331648"	""	"None"	"437.42"	"0"	"2.42"	"16"	"CCNc1nc2c(c(C(N)=O)n1)CN(C(=O)CCc1ccc(OC(F)(F)F)cc1)CC2"	"EC50"	"'='"	"75.0"	"nM"	"7.12"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL2339911"	"Agonist activity at human TGR5 expressed in uninduced Flp-In-CHO-TO cells assessed as increase in intracellular cAMP measured after 48 hrs by HTRF competitive immunoassay"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL5409"	"G-protein coupled bile acid receptor 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2331085"	"1"	"Scientific Literature"	"ACS Med Chem Lett"	"2013"	"None"	""	""	""
"CHEMBL576138"	""	"None"	"375.26"	"1"	"5.54"	"2"	"Cc1ccc(N(C)C(=O)c2c(-c3ccccc3Cl)noc2C)cc1Cl"	"EC50"	"'='"	"24.0"	"nM"	"7.62"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL2339922"	"Agonist activity at human TGR5 expressed in deoxycycline-induced Flp-In-CHO-TO cells assessed as increase in intracellular cAMP measured after 48 hrs by HTRF competitive immunoassay"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL5409"	"G-protein coupled bile acid receptor 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2331085"	"1"	"Scientific Literature"	"ACS Med Chem Lett"	"2013"	"None"	""	""	""
"CHEMBL2331646"	""	"None"	"395.51"	"0"	"2.65"	"5"	"CCNc1nc2c(c(C(N)=O)n1)CN(C(=O)CCc1ccc(C(C)C)cc1)CC2"	"EC50"	"'='"	"6.0"	"nM"	"8.22"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL2339920"	"Agonist activity at dog TGR5 expressed in deoxycycline-induced Flp-In-CHO-TO cells assessed as increase in intracellular cAMP measured after 48 hrs by HTRF competitive immunoassay"	"B"	"BAO_0000219"	"cell-based format"	"Canis lupus familiaris"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL612545"	"Unchecked"	""	"UNCHECKED"	"CHEMBL2331085"	"1"	"Scientific Literature"	"ACS Med Chem Lett"	"2013"	"None"	""	""	""
"CHEMBL2331653"	""	"None"	"422.41"	"0"	"2.55"	"21"	"CCc1nc2c(c(C(N)=O)n1)CN(C(=O)CCc1ccc(OC(F)(F)F)cc1)CC2"	"EC50"	"'='"	"2.0"	"nM"	"8.70"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL2339922"	"Agonist activity at human TGR5 expressed in deoxycycline-induced Flp-In-CHO-TO cells assessed as increase in intracellular cAMP measured after 48 hrs by HTRF competitive immunoassay"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL5409"	"G-protein coupled bile acid receptor 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2331085"	"1"	"Scientific Literature"	"ACS Med Chem Lett"	"2013"	"None"	""	""	""
